partida_id,rodata_x,clube,atleta,minuto,tipo_de_gol,rodata_y,mandante,visitante,data,casa_ou_fora
6631,13,Corinthians,Manoel Messias Silva Carvalho,13,,13,Corinthians,Palmeiras,04/08/2019,Casa
6631,13,Palmeiras,Felipe Melo,48,,13,Corinthians,Palmeiras,04/08/2019,Fora
6633,13,Atletico-MG,Nathan Allan de Souza,90+2,,13,Atletico-MG,Cruzeiro,04/08/2019,Casa
6633,13,Atletico-MG,Vinícius,45+1,,13,Atletico-MG,Cruzeiro,04/08/2019,Casa
6634,13,Chapecoense,Everaldo Stum,12,,13,Gremio,Chapecoense,05/08/2019,Fora
6634,13,Gremio,Pedro Geromel,9,,13,Gremio,Chapecoense,05/08/2019,Casa
6634,13,Chapecoense,Gustavo Campanharo,34,,13,Gremio,Chapecoense,05/08/2019,Fora
6634,13,Gremio,Everton Sousa Soares,26,,13,Gremio,Chapecoense,05/08/2019,Casa
6634,13,Chapecoense,Arthur Gomes,60,,13,Gremio,Chapecoense,05/08/2019,Fora
6634,13,Gremio,Diego Tardelli,80,,13,Gremio,Chapecoense,05/08/2019,Casa
6575,7,Corinthians,Mauro Boselli,87,Penalty,7,Corinthians,Goias,07/08/2019,Casa
6575,7,Corinthians,Júnior Urso,25,,7,Corinthians,Goias,07/08/2019,Casa
6636,14,Ceara,Thiago Galhardo,45+6,,14,Ceara,Chapecoense,10/08/2019,Casa
6636,14,Ceara,Thiago Galhardo,61,Penalty,14,Ceara,Chapecoense,10/08/2019,Casa
6636,14,Ceara,Thiago Galhardo,90,,14,Ceara,Chapecoense,10/08/2019,Casa
6636,14,Ceara,Wanderson Felipe Cardoso dos Santos,57,,14,Ceara,Chapecoense,10/08/2019,Casa
6636,14,Chapecoense,Renato Kayzer,89,,14,Ceara,Chapecoense,10/08/2019,Fora
6637,14,Sao Paulo,Alexandre Pato,49,,14,Sao Paulo,Santos,10/08/2019,Casa
6637,14,Santos,Raniel,86,Gol Contra,14,Sao Paulo,Santos,10/08/2019,Fora
6637,14,Sao Paulo,Alexandre Pato,72,,14,Sao Paulo,Santos,10/08/2019,Casa
6637,14,Sao Paulo,Reinaldo Manoel da Silva,57,Penalty,14,Sao Paulo,Santos,10/08/2019,Casa
6637,14,Santos,Eduardo Sasha,44,,14,Sao Paulo,Santos,10/08/2019,Fora
6638,14,Flamengo,Giorgian De Arrascaeta,50,,14,Flamengo,Gremio,10/08/2019,Casa
6638,14,Flamengo,Éverton Ribeiro,90+2,,14,Flamengo,Gremio,10/08/2019,Casa
6638,14,Gremio,Rafael Galhardo,45+6,Penalty,14,Flamengo,Gremio,10/08/2019,Fora
6638,14,Flamengo,Willian Arão,29,,14,Flamengo,Gremio,10/08/2019,Casa
6639,14,Fluminense,Nenê,88,,14,Atletico-MG,Fluminense,10/08/2019,Fora
6639,14,Atletico-MG,Juan Cazares,42,,14,Atletico-MG,Fluminense,10/08/2019,Casa
6639,14,Atletico-MG,Ricardo Oliveira,51,,14,Atletico-MG,Fluminense,10/08/2019,Casa
6641,14,Bahia,Gilberto Oliveira Souza Junior,85,Penalty,14,Palmeiras,Bahia,11/08/2019,Fora
6641,14,Palmeiras,Eduardo Pereira Rodrigues,13,,14,Palmeiras,Bahia,11/08/2019,Casa
6641,14,Palmeiras,Eduardo Pereira Rodrigues,58,,14,Palmeiras,Bahia,11/08/2019,Casa
6641,14,Bahia,Gilberto Oliveira Souza Junior,53,Penalty,14,Palmeiras,Bahia,11/08/2019,Fora
6642,14,Cruzeiro,Pedro Rocha Neves,62,,14,Avai,Cruzeiro,11/08/2019,Fora
6642,14,Cruzeiro,Luiz Ricardo Alves,90+3,,14,Avai,Cruzeiro,11/08/2019,Fora
6642,14,Avai,Brenner Marlos Varanda de Oliveira,74,Penalty,14,Avai,Cruzeiro,11/08/2019,Casa
6642,14,Avai,Pedro Castro,23,,14,Avai,Cruzeiro,11/08/2019,Casa
6643,14,Botafogo-RJ,Luiz Fernando Moraes dos Santos,31,,14,Botafogo-RJ,Athletico-PR,11/08/2019,Casa
6643,14,Botafogo-RJ,Diego Souza,77,Penalty,14,Botafogo-RJ,Athletico-PR,11/08/2019,Casa
6643,14,Athletico-PR,Thonny Anderson,16,,14,Botafogo-RJ,Athletico-PR,11/08/2019,Fora
6644,14,Vasco,Marcos Antônio Candido Ferreira Júnior,22,,14,Goias,Vasco,11/08/2019,Fora
6645,14,Fortaleza,Bruno Ferreira Melo,5,,14,CSA,Fortaleza,12/08/2019,Fora
6645,14,Fortaleza,Edinho,37,,14,CSA,Fortaleza,12/08/2019,Fora
6649,15,Athletico-PR,Marcelo Cirino da Silva,38,,15,Athletico-PR,Atletico-MG,17/08/2019,Casa
6646,15,Corinthians,Everaldo,56,,15,Corinthians,Botafogo-RJ,17/08/2019,Casa
6646,15,Corinthians,Mauro Boselli,42,,15,Corinthians,Botafogo-RJ,17/08/2019,Casa
6647,15,Internacional,Wellington Alves da Silva,66,,15,Fortaleza,Internacional,17/08/2019,Fora
6648,15,Flamengo,Gabriel Barbosa,51,,15,Vasco,Flamengo,17/08/2019,Fora
6648,15,Flamengo,Gabriel Barbosa,62,,15,Vasco,Flamengo,17/08/2019,Fora
6648,15,Vasco,Leandro Castán,58,,15,Vasco,Flamengo,17/08/2019,Casa
6648,15,Flamengo,Giorgian De Arrascaeta,83,Penalty,15,Vasco,Flamengo,17/08/2019,Fora
6648,15,Flamengo,Bruno Henrique,42,,15,Vasco,Flamengo,17/08/2019,Fora
6650,15,Palmeiras,Eduardo Pereira Rodrigues,14,,15,Gremio,Palmeiras,17/08/2019,Fora
6650,15,Gremio,David Braz,88,,15,Gremio,Palmeiras,17/08/2019,Casa
6651,15,CSA,Jonatan Gómez,79,,15,Fluminense,CSA,18/08/2019,Fora
6654,15,Cruzeiro,Fred,44,,15,Cruzeiro,Santos,18/08/2019,Casa
6654,15,Cruzeiro,Thiago Neves,47,,15,Cruzeiro,Santos,18/08/2019,Casa
6653,15,Goias,Fábio Sanches,34,,15,Bahia,Goias,18/08/2019,Fora
6653,15,Bahia,Alejandro Guerra,71,,15,Bahia,Goias,18/08/2019,Casa
6652,15,Sao Paulo,Daniel Alves,40,,15,Sao Paulo,Ceara,18/08/2019,Casa
6655,15,Chapecoense,Everaldo Stum,73,Penalty,15,Chapecoense,Avai,18/08/2019,Casa
6635,13,Sao Paulo,Vitor Bueno,40,,13,Athletico-PR,Sao Paulo,21/08/2019,Fora
6656,16,Bahia,Gilberto Oliveira Souza Junior,20,,16,Atletico-MG,Bahia,24/08/2019,Fora
6657,16,Gremio,Luan Guilherme de Jesus Vieira,4,,16,Gremio,Athletico-PR,24/08/2019,Casa
6657,16,Gremio,Thaciano,52,,16,Gremio,Athletico-PR,24/08/2019,Casa
6657,16,Athletico-PR,Rony,48,,16,Gremio,Athletico-PR,24/08/2019,Fora
6658,16,Goias,Rafael Vaz,90+6,,16,Goias,Internacional,25/08/2019,Casa
6658,16,Internacional,Guilherme Parede,12,,16,Goias,Internacional,25/08/2019,Fora
6658,16,Goias,Michael Richard Delgado de Oliveira,71,,16,Goias,Internacional,25/08/2019,Casa
6659,16,Vasco,Talles Magno,57,,16,Vasco,Sao Paulo,25/08/2019,Casa
6659,16,Vasco,Fellipe Bastos,81,,16,Vasco,Sao Paulo,25/08/2019,Casa
6660,16,Santos,Mário Sérgio Santos Costa,2,,16,Santos,Fortaleza,25/08/2019,Casa
6660,16,Fortaleza,Tinga,90+5,,16,Santos,Fortaleza,25/08/2019,Fora
6660,16,Fortaleza,Wellington Paulista,60,Penalty,16,Santos,Fortaleza,25/08/2019,Fora
6660,16,Santos,Jorge Marco de Oliveira Moraes,10,,16,Santos,Fortaleza,25/08/2019,Casa
6660,16,Santos,Eduardo Sasha,32,,16,Santos,Fortaleza,25/08/2019,Casa
6660,16,Fortaleza,Wellington Paulista,68,,16,Santos,Fortaleza,25/08/2019,Fora
6663,16,CSA,Apodi,90+4,,16,CSA,Cruzeiro,25/08/2019,Casa
6663,16,Cruzeiro,Fred,11,,16,CSA,Cruzeiro,25/08/2019,Fora
6661,16,Flamengo,Pablo Marí Villar,22,,16,Ceara,Flamengo,25/08/2019,Fora
6661,16,Flamengo,Gabriel Barbosa,35,,16,Ceara,Flamengo,25/08/2019,Fora
6661,16,Flamengo,Giorgian De Arrascaeta,90+7,,16,Ceara,Flamengo,25/08/2019,Fora
6662,16,Avai,Richard Franco,60,,16,Avai,Corinthians,25/08/2019,Casa
6662,16,Corinthians,Vágner Love,77,,16,Avai,Corinthians,25/08/2019,Fora
6667,17,Bahia,Arthur Caike do Nascimento Cruz,86,,17,Bahia,CSA,31/08/2019,Casa
6669,17,Athletico-PR,Nikão,45+4,,17,Athletico-PR,Ceara,31/08/2019,Casa
6668,17,Santos,Gum,39,Gol Contra,17,Chapecoense,Santos,31/08/2019,Fora
6670,17,Botafogo-RJ,Diego Souza,62,,17,Internacional,Botafogo-RJ,31/08/2019,Fora
6670,17,Internacional,Rodrigo Lindoso,44,,17,Internacional,Botafogo-RJ,31/08/2019,Casa
6670,17,Botafogo-RJ,Márcio Almeida de Oliveira,90+5,,17,Internacional,Botafogo-RJ,31/08/2019,Fora
6670,17,Internacional,Edenílson Andrade dos Santos,53,,17,Internacional,Botafogo-RJ,31/08/2019,Casa
6670,17,Internacional,Nicolás Federico López,83,,17,Internacional,Botafogo-RJ,31/08/2019,Casa
6671,17,Flamengo,Gabriel Barbosa,61,Penalty,17,Flamengo,Palmeiras,01/09/2019,Casa
6671,17,Flamengo,Gabriel Barbosa,11,,17,Flamengo,Palmeiras,01/09/2019,Casa
6671,17,Flamengo,Giorgian De Arrascaeta,38,,17,Flamengo,Palmeiras,01/09/2019,Casa
6672,17,Fortaleza,Juan Quintero Fletcher,25,,17,Fortaleza,Goias,01/09/2019,Casa
6672,17,Fortaleza,Osvaldo Filho,59,,17,Fortaleza,Goias,01/09/2019,Casa
6673,17,Cruzeiro,Maurício,80,,17,Cruzeiro,Vasco,01/09/2019,Casa
6674,17,Corinthians,Gustavo,89,,17,Corinthians,Atletico-MG,01/09/2019,Casa
6675,17,Avai,João Paulo,87,Penalty,17,Fluminense,Avai,02/09/2019,Fora
6677,18,Ceara,Leandro Carvalho,90+2,,18,Corinthians,Ceara,07/09/2019,Fora
6677,18,Corinthians,Vágner Love,37,,18,Corinthians,Ceara,07/09/2019,Casa
6677,18,Corinthians,João Lucas Cardoso,23,Gol Contra,18,Corinthians,Ceara,07/09/2019,Casa
6677,18,Ceara,Thiago Galhardo,59,,18,Corinthians,Ceara,07/09/2019,Fora
6676,18,Bahia,Nino Paraíba,56,,18,Vasco,Bahia,07/09/2019,Fora
6676,18,Bahia,Gilberto Oliveira Souza Junior,61,,18,Vasco,Bahia,07/09/2019,Fora
6678,18,Flamengo,Gabriel Barbosa,11,,18,Avai,Flamengo,07/09/2019,Fora
6678,18,Flamengo,Pablo Marí Villar,32,,18,Avai,Flamengo,07/09/2019,Fora
6678,18,Flamengo,Reinier,53,,18,Avai,Flamengo,07/09/2019,Fora
6679,18,Fluminense,João Pedro,86,,18,Fortaleza,Fluminense,07/09/2019,Fora
6680,18,Internacional,Rafael Sóbis,77,Penalty,18,Internacional,Sao Paulo,07/09/2019,Casa
6681,18,Goias,Rafael Vaz,20,,18,Goias,Palmeiras,07/09/2019,Casa
6681,18,Palmeiras,Willian Gomes de Siqueira,81,,18,Goias,Palmeiras,07/09/2019,Fora
6681,18,Palmeiras,Gustavo Scarpa,90+11,,18,Goias,Palmeiras,07/09/2019,Fora
6682,18,Gremio,Diego Tardelli,18,,18,Cruzeiro,Gremio,08/09/2019,Fora
6682,18,Cruzeiro,Fred,37,Penalty,18,Cruzeiro,Gremio,08/09/2019,Casa
6682,18,Gremio,Alisson Euler de Freitas Castro,28,,18,Cruzeiro,Gremio,08/09/2019,Fora
6682,18,Gremio,Everton Sousa Soares,64,,18,Cruzeiro,Gremio,08/09/2019,Fora
6682,18,Gremio,Everton Sousa Soares,77,,18,Cruzeiro,Gremio,08/09/2019,Fora
6683,18,Athletico-PR,Braian Romero,42,,18,Santos,Athletico-PR,08/09/2019,Fora
6683,18,Santos,Carlos Andrés Sánchez,90+1,Penalty,18,Santos,Athletico-PR,08/09/2019,Casa
6684,18,Botafogo-RJ,Alex Paulo Menezes Santana,66,,18,Botafogo-RJ,Atletico-MG,08/09/2019,Casa
6684,18,Atletico-MG,Franco Di Santo,90+3,,18,Botafogo-RJ,Atletico-MG,08/09/2019,Fora
6684,18,Botafogo-RJ,Diego Souza,45,Penalty,18,Botafogo-RJ,Atletico-MG,08/09/2019,Casa
6685,18,CSA,Jonatan Gómez,90+4,,18,CSA,Chapecoense,08/09/2019,Casa
6685,18,CSA,Alecsandro,40,,18,CSA,Chapecoense,08/09/2019,Casa
6665,16,Palmeiras,Luiz Adriano,9,,16,Palmeiras,Fluminense,10/09/2019,Casa
6665,16,Palmeiras,Luiz Adriano,58,,16,Palmeiras,Fluminense,10/09/2019,Casa
6665,16,Palmeiras,Luiz Adriano,63,,16,Palmeiras,Fluminense,10/09/2019,Casa
6686,19,Flamengo,Gabriel Barbosa,44,,19,Flamengo,Santos,14/09/2019,Casa
6687,19,Vasco,Talles Magno,75,,19,Chapecoense,Vasco,14/09/2019,Fora
6687,19,Chapecoense,Arthur Gomes,73,,19,Chapecoense,Vasco,14/09/2019,Casa
6687,19,Vasco,Ribamar,45+2,,19,Chapecoense,Vasco,14/09/2019,Fora
6688,19,Palmeiras,Bruno Henrique Corsini,45+1,,19,Palmeiras,Cruzeiro,14/09/2019,Casa
6691,19,Internacional,William Pottker,29,,19,Atletico-MG,Internacional,15/09/2019,Fora
6691,19,Internacional,William Pottker,64,,19,Atletico-MG,Internacional,15/09/2019,Fora
6691,19,Internacional,Neilton Mestzk,53,,19,Atletico-MG,Internacional,15/09/2019,Fora
6691,19,Atletico-MG,Bruninho,88,,19,Atletico-MG,Internacional,15/09/2019,Casa
6690,19,Avai,Jonathan,14,,19,Athletico-PR,Avai,15/09/2019,Fora
6693,19,Gremio,Jean Pyerre,29,,19,Gremio,Goias,15/09/2019,Casa
6693,19,Gremio,Everton Sousa Soares,32,,19,Gremio,Goias,15/09/2019,Casa
6693,19,Gremio,Alisson Euler de Freitas Castro,45,,19,Gremio,Goias,15/09/2019,Casa
6694,19,Fluminense,Paulo Henrique Ganso,40,,19,Fluminense,Corinthians,15/09/2019,Casa
6692,19,Bahia,Gilberto Oliveira Souza Junior,14,Penalty,19,Bahia,Fortaleza,15/09/2019,Casa
6692,19,Fortaleza,Felipe Pires,10,,19,Bahia,Fortaleza,15/09/2019,Fora
6695,19,Sao Paulo,Reinaldo Manoel da Silva,87,,19,Sao Paulo,CSA,15/09/2019,Casa
6695,19,CSA,Héctor Bustamante,55,,19,Sao Paulo,CSA,15/09/2019,Fora
6696,20,Sao Paulo,Pablo Felipe Teixeira,90+2,,20,Botafogo-RJ,Sao Paulo,21/09/2019,Fora
6696,20,Botafogo-RJ,João Paulo,45+1,,20,Botafogo-RJ,Sao Paulo,21/09/2019,Casa
6696,20,Sao Paulo,Hernanes,37,,20,Botafogo-RJ,Sao Paulo,21/09/2019,Fora
6697,20,Flamengo,Gabriel Barbosa,7,,20,Cruzeiro,Flamengo,21/09/2019,Fora
6697,20,Cruzeiro,Thiago Neves,38,Penalty,20,Cruzeiro,Flamengo,21/09/2019,Casa
6697,20,Flamengo,Giorgian De Arrascaeta,67,,20,Cruzeiro,Flamengo,21/09/2019,Fora
6698,20,Corinthians,Vágner Love,44,Penalty,20,Corinthians,Bahia,21/09/2019,Casa
6698,20,Corinthians,Clayson Henrique da Silva Vieira,75,,20,Corinthians,Bahia,21/09/2019,Casa
6698,20,Bahia,Gilberto Oliveira Souza Junior,64,Penalty,20,Corinthians,Bahia,21/09/2019,Fora
6699,20,Gremio,Luan Guilherme de Jesus Vieira,55,,20,Santos,Gremio,21/09/2019,Fora
6699,20,Gremio,Pepê,87,,20,Santos,Gremio,21/09/2019,Fora
6699,20,Gremio,Everton Sousa Soares,90+3,,20,Santos,Gremio,21/09/2019,Fora
6700,20,Internacional,Rodrigo Lindoso,86,,20,Internacional,Chapecoense,22/09/2019,Casa
6703,20,Vasco,Danilo Barcelos,69,Penalty,20,Vasco,Athletico-PR,22/09/2019,Casa
6703,20,Athletico-PR,Madson,49,,20,Vasco,Athletico-PR,22/09/2019,Fora
6701,20,Palmeiras,Willian Gomes de Siqueira,48,,20,Fortaleza,Palmeiras,22/09/2019,Fora
6702,20,CSA,Carlos Andrade Souza,64,,20,CSA,Ceara,22/09/2019,Casa
6704,20,Goias,Rafael Vaz,66,,20,Goias,Fluminense,22/09/2019,Casa
6704,20,Goias,Yago Rocha,89,,20,Goias,Fluminense,22/09/2019,Casa
6704,20,Goias,Michael Richard Delgado de Oliveira,12,,20,Goias,Fluminense,22/09/2019,Casa
6705,20,Avai,Jonathan,27,,20,Avai,Atletico-MG,23/09/2019,Casa
6707,21,Bahia,José Élber Pimentel da Silva,63,,21,Bahia,Botafogo-RJ,25/09/2019,Casa
6707,21,Bahia,Artur Victor Guimarães,24,,21,Bahia,Botafogo-RJ,25/09/2019,Casa
6708,21,Flamengo,Giorgian De Arrascaeta,56,,21,Flamengo,Internacional,25/09/2019,Casa
6708,21,Flamengo,Gabriel Barbosa,20,Penalty,21,Flamengo,Internacional,25/09/2019,Casa
6708,21,Flamengo,Bruno Henrique,74,,21,Flamengo,Internacional,25/09/2019,Casa
6708,21,Internacional,Edenílson Andrade dos Santos,49,,21,Flamengo,Internacional,25/09/2019,Fora
6709,21,Goias,Leandro Barcia Montero,16,,21,Sao Paulo,Goias,25/09/2019,Fora
6710,21,Palmeiras,Bruno Henrique Corsini,29,,21,Palmeiras,CSA,26/09/2019,Casa
6710,21,CSA,Ricardo Bueno,88,,21,Palmeiras,CSA,26/09/2019,Fora
6710,21,Palmeiras,Luiz Adriano,6,,21,Palmeiras,CSA,26/09/2019,Casa
6710,21,Palmeiras,Bruno Henrique Corsini,83,,21,Palmeiras,CSA,26/09/2019,Casa
6710,21,Palmeiras,Luiz Adriano,75,,21,Palmeiras,CSA,26/09/2019,Casa
6710,21,Palmeiras,Gustavo Gómez,45+2,,21,Palmeiras,CSA,26/09/2019,Casa
6710,21,Palmeiras,Willian Gomes de Siqueira,11,,21,Palmeiras,CSA,26/09/2019,Casa
6710,21,CSA,Apodi,52,,21,Palmeiras,CSA,26/09/2019,Fora
6711,21,Fluminense,Lucas Veríssimo,45+3,Gol Contra,21,Fluminense,Santos,26/09/2019,Casa
6711,21,Santos,Yeferson Soteldo,40,,21,Fluminense,Santos,26/09/2019,Fora
6712,21,Gremio,Luan Guilherme de Jesus Vieira,38,,21,Gremio,Avai,26/09/2019,Casa
6712,21,Avai,Geirton Marques Aires,86,,21,Gremio,Avai,26/09/2019,Fora
6712,21,Gremio,Luciano da Rocha Neves,45+1,,21,Gremio,Avai,26/09/2019,Casa
6712,21,Gremio,Diego Tardelli,4,,21,Gremio,Avai,26/09/2019,Casa
6712,21,Gremio,Bruno Cortês,64,,21,Gremio,Avai,26/09/2019,Casa
6712,21,Gremio,David Braz,14,,21,Gremio,Avai,26/09/2019,Casa
6712,21,Gremio,André Felipe Ribeiro de Souza,70,,21,Gremio,Avai,26/09/2019,Casa
6713,21,Athletico-PR,Marcelo Cirino da Silva,90+4,,21,Athletico-PR,Fortaleza,26/09/2019,Casa
6713,21,Athletico-PR,Marco Ruben,32,,21,Athletico-PR,Fortaleza,26/09/2019,Casa
6713,21,Athletico-PR,Nikão,45+3,,21,Athletico-PR,Fortaleza,26/09/2019,Casa
6713,21,Fortaleza,Wellington Paulista,11,Penalty,21,Athletico-PR,Fortaleza,26/09/2019,Fora
6713,21,Athletico-PR,Léo Cittadini,61,,21,Athletico-PR,Fortaleza,26/09/2019,Casa
6717,22,Corinthians,Ralf de Souza Teles,59,,22,Corinthians,Vasco,29/09/2019,Casa
6721,22,Chapecoense,Arthur Gomes,31,,22,Athletico-PR,Chapecoense,29/09/2019,Fora
6721,22,Athletico-PR,Nikão,57,,22,Athletico-PR,Chapecoense,29/09/2019,Casa
6718,22,Santos,Carlos Andrés Sánchez,35,Penalty,22,Santos,CSA,29/09/2019,Casa
6718,22,Santos,Eduardo Sasha,57,,22,Santos,CSA,29/09/2019,Casa
6719,22,Internacional,Patrick,28,,22,Internacional,Palmeiras,29/09/2019,Casa
6719,22,Palmeiras,Willian Gomes de Siqueira,58,,22,Internacional,Palmeiras,29/09/2019,Fora
6720,22,Fluminense,Nenê,7,,22,Fluminense,Gremio,29/09/2019,Casa
6720,22,Fluminense,Caio Henrique,50,,22,Fluminense,Gremio,29/09/2019,Casa
6720,22,Gremio,Patrick,75,,22,Fluminense,Gremio,29/09/2019,Fora
6722,22,Atletico-MG,Rómulo Otero,54,,22,Atletico-MG,Ceara,29/09/2019,Casa
6722,22,Ceara,Thiago Galhardo,43,Penalty,22,Atletico-MG,Ceara,29/09/2019,Fora
6722,22,Atletico-MG,Luan Madson Gedeão de Paiva,81,,22,Atletico-MG,Ceara,29/09/2019,Casa
6723,22,Bahia,Nino Paraíba,27,,22,Avai,Bahia,30/09/2019,Fora
6723,22,Bahia,José Élber Pimentel da Silva,25,,22,Avai,Bahia,30/09/2019,Fora
6724,22,Fortaleza,Marcelo da Conceição Benevenuto Malaquias,61,Gol Contra,22,Fortaleza,Botafogo-RJ,30/09/2019,Casa
6725,22,Goias,Alan Ruschel,62,,22,Goias,Cruzeiro,30/09/2019,Casa
6714,21,Atletico-MG,Rómulo Otero,60,,21,Atletico-MG,Vasco,02/10/2019,Casa
6714,21,Vasco,Marcos Antônio Candido Ferreira Júnior,90+4,,21,Atletico-MG,Vasco,02/10/2019,Fora
6714,21,Vasco,Rossicley Pereira da Silva,67,Penalty,21,Atletico-MG,Vasco,02/10/2019,Fora
6715,21,Corinthians,Danilo Avelar,63,,21,Chapecoense,Corinthians,02/10/2019,Fora
6726,23,Santos,Tailson Pinto Gonçalves,50,,23,Vasco,Santos,05/10/2019,Fora
6727,23,Sao Paulo,Igor Gomes,79,,23,Sao Paulo,Fortaleza,05/10/2019,Casa
6727,23,Fortaleza,Wellington Paulista,39,Penalty,23,Sao Paulo,Fortaleza,05/10/2019,Fora
6727,23,Sao Paulo,Pablo Felipe Teixeira,14,,23,Sao Paulo,Fortaleza,05/10/2019,Casa
6729,23,Bahia,José Fernando Viana de Santana,76,,23,Bahia,Athletico-PR,05/10/2019,Casa
6729,23,Athletico-PR,Marcelo Cirino da Silva,57,,23,Bahia,Athletico-PR,05/10/2019,Fora
6729,23,Athletico-PR,Léo Cittadini,65,,23,Bahia,Athletico-PR,05/10/2019,Fora
6730,23,Internacional,Gustavo Nonato Santana,10,,23,Cruzeiro,Internacional,05/10/2019,Fora
6730,23,Cruzeiro,Fred,63,Penalty,23,Cruzeiro,Internacional,05/10/2019,Casa
6731,23,Flamengo,Bruno Henrique,35,,23,Chapecoense,Flamengo,06/10/2019,Fora
6733,23,Atletico-MG,Nathan Allan de Souza,45+3,,23,Palmeiras,Atletico-MG,06/10/2019,Fora
6733,23,Palmeiras,Eduardo Pereira Rodrigues,83,,23,Palmeiras,Atletico-MG,06/10/2019,Casa
6734,23,Fluminense,Yony González,35,,23,Botafogo-RJ,Fluminense,06/10/2019,Fora
6732,23,Goias,Michael Richard Delgado de Oliveira,27,,23,Ceara,Goias,06/10/2019,Fora
6735,23,CSA,Jonatan Gómez,71,Penalty,23,CSA,Avai,06/10/2019,Casa
6735,23,Avai,Jonathan,48,,23,CSA,Avai,06/10/2019,Fora
6735,23,CSA,Ricardo Bueno,14,,23,CSA,Avai,06/10/2019,Casa
6735,23,CSA,Apodi,90+5,,23,CSA,Avai,06/10/2019,Casa
6737,24,Botafogo-RJ,Gabriel Costa França,32,,24,Botafogo-RJ,Goias,09/10/2019,Casa
6737,24,Goias,Marcelo da Conceição Benevenuto Malaquias,77,Gol Contra,24,Botafogo-RJ,Goias,09/10/2019,Fora
6737,24,Botafogo-RJ,João Paulo,65,,24,Botafogo-RJ,Goias,09/10/2019,Casa
6737,24,Botafogo-RJ,Leonardo Valencia,81,,24,Botafogo-RJ,Goias,09/10/2019,Casa
6736,24,CSA,Jonatan Gómez,66,Penalty,24,CSA,Internacional,09/10/2019,Casa
6738,24,Fortaleza,Wellington Paulista,81,,24,Fortaleza,Chapecoense,09/10/2019,Casa
6738,24,Fortaleza,Wellington Paulista,50,Penalty,24,Fortaleza,Chapecoense,09/10/2019,Casa
6740,24,Gremio,Pedro Geromel,35,,24,Gremio,Ceara,09/10/2019,Casa
6740,24,Ceara,Fabinho,44,,24,Gremio,Ceara,09/10/2019,Fora
6740,24,Gremio,Maicon,42,Penalty,24,Gremio,Ceara,09/10/2019,Casa
6742,24,Santos,Mário Sérgio Santos Costa,17,,24,Santos,Palmeiras,09/10/2019,Casa
6742,24,Santos,Gustavo Henrique Vernes,14,,24,Santos,Palmeiras,09/10/2019,Casa
6743,24,Athletico-PR,Erick Luis Conrado Carvalho,32,,24,Corinthians,Athletico-PR,10/10/2019,Fora
6743,24,Corinthians,Carlos Gilberto do Nascimento Silva,16,,24,Corinthians,Athletico-PR,10/10/2019,Casa
6743,24,Corinthians,Mauro Boselli,45+3,,24,Corinthians,Athletico-PR,10/10/2019,Casa
6743,24,Athletico-PR,Léo Cittadini,24,,24,Corinthians,Athletico-PR,10/10/2019,Fora
6745,24,Atletico-MG,Nathan Allan de Souza,51,,24,Flamengo,Atletico-MG,10/10/2019,Fora
6745,24,Flamengo,Willian Arão,37,,24,Flamengo,Atletico-MG,10/10/2019,Casa
6745,24,Flamengo,Victor Vinícius Coelho Santos,61,,24,Flamengo,Atletico-MG,10/10/2019,Casa
6745,24,Flamengo,Reinier,76,,24,Flamengo,Atletico-MG,10/10/2019,Casa
6746,25,Goias,Michael Richard Delgado de Oliveira,44,,25,Goias,CSA,12/10/2019,Casa
6747,25,Fluminense,Nenê,20,Penalty,25,Fluminense,Bahia,12/10/2019,Casa
6747,25,Fluminense,Daniel Sampaio Simões,45,,25,Fluminense,Bahia,12/10/2019,Casa
6748,25,Palmeiras,Thiago dos Santos,15,,25,Palmeiras,Botafogo-RJ,12/10/2019,Casa
6750,25,Flamengo,Bruno Henrique,45,,25,Athletico-PR,Flamengo,13/10/2019,Fora
6750,25,Flamengo,Bruno Henrique,90+1,,25,Athletico-PR,Flamengo,13/10/2019,Fora
6752,25,Vasco,Yago Pikachu,68,Penalty,25,Vasco,Fortaleza,13/10/2019,Casa
6751,25,Ceara,Bérgson Gustavo Silveira da Silva,90,,25,Ceara,Avai,13/10/2019,Casa
6753,25,Sao Paulo,Reinaldo Manoel da Silva,66,Penalty,25,Sao Paulo,Corinthians,13/10/2019,Casa
6754,25,Gremio,Maicon,44,Penalty,25,Atletico-MG,Gremio,13/10/2019,Fora
6754,25,Gremio,Pepê,47,,25,Atletico-MG,Gremio,13/10/2019,Fora
6754,25,Gremio,Alisson Euler de Freitas Castro,90+4,,25,Atletico-MG,Gremio,13/10/2019,Fora
6754,25,Atletico-MG,Franco Di Santo,45+4,Penalty,25,Atletico-MG,Gremio,13/10/2019,Casa
6754,25,Gremio,Rafael Galhardo,34,,25,Atletico-MG,Gremio,13/10/2019,Fora
6755,25,Chapecoense,Camilo,90+5,,25,Chapecoense,Cruzeiro,13/10/2019,Casa
6755,25,Cruzeiro,Dedé,4,,25,Chapecoense,Cruzeiro,13/10/2019,Fora
6756,26,CSA,Alecsandro,34,,26,CSA,Atletico-MG,16/10/2019,Casa
6756,26,CSA,Jonatan Gómez,89,Penalty,26,CSA,Atletico-MG,16/10/2019,Casa
6756,26,Atletico-MG,Réver,69,,26,CSA,Atletico-MG,16/10/2019,Fora
